,ID,Driveline,Engine Type,Transmission,Make
2818,2012 MINI Cooper Clubman AT,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,6 Speed Automatic Select Shift,MINI
2819,2012 MINI Cooper S Clubman,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,6 Speed Manual,MINI
2820,2012 MINI Cooper S Clubman AT,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,6 Speed Automatic Select Shift,MINI
2821,2012 MINI John Cooper Works Clubman,Front-wheel drive,MINI 1.6L 4 Cylinder 208 hp 192 ft-lbs Turbo,6 Speed Manual,MINI
2822,2011 Aston Martin DBS Volante,Rear-wheel drive,Aston Martin 5.9L 12 Cylinder 510 hp 420 ft-lbs,6 Speed Manual,Aston Martin
2823,2011 Aston Martin DBS Volante AT,Rear-wheel drive,Aston Martin 5.9L 12 Cylinder 510 hp 420 ft-lbs,6 Speed Automatic Select Shift,Aston Martin
2824,2011 MINI Cooper Clubman,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,6 Speed Manual,MINI
2825,2011 MINI Cooper Clubman AT,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,6 Speed Automatic Select Shift,MINI
2826,2011 MINI Cooper S Clubman,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,6 Speed Manual,MINI
2827,2011 MINI Cooper S Clubman AT,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,6 Speed Automatic Select Shift,MINI
2828,2011 MINI John Cooper Works Clubman,Front-wheel drive,MINI 1.6L 4 Cylinder 208 hp 192 ft-lbs Turbo,6 Speed Manual,MINI
2829,2010 MINI Cooper Clubman,Front-wheel drive,MINI 1.6L 4 Cylinder 118 hp 114 ft-lbs,6 Speed Manual,MINI
2830,2010 MINI Cooper Clubman AT,Front-wheel drive,MINI 1.6L 4 Cylinder 118 hp 114 ft-lbs,6 Speed Automatic Select Shift,MINI
2831,2010 MINI Cooper S Clubman,Front-wheel drive,MINI 1.6L 4 Cylinder 172 hp 177 ft-lbs Turbo,6 Speed Manual,MINI
2832,2010 MINI Cooper S Clubman AT,Front-wheel drive,MINI 1.6L 4 Cylinder 172 hp 177 ft-lbs Turbo,6 Speed Automatic Select Shift,MINI
2833,2010 MINI John Cooper Works Clubman,Front-wheel drive,MINI 1.6L 4 Cylinder 208 hp 192 ft-lbs Turbo,6 Speed Manual,MINI
2834,2011 Aston Martin Rapide,Rear-wheel drive,Aston Martin 5.9L 12 Cylinder 470 hp 443 ft-lbs,6 Speed Automatic Select Shift,Aston Martin
2835,2011 Aston Martin Rapide Luxe,Rear-wheel drive,Aston Martin 5.9L 12 Cylinder 470 hp 443 ft-lbs,6 Speed Automatic Select Shift,Aston Martin
2836,2011 Chrysler 200 LX Sedan,Front-wheel drive,Chrysler 2.4L 4 cylinder 173 hp 166 ft-lbs,4 Speed Automatic,Chrysler
2837,2011 Chrysler 200 Touring Sedan,Front-wheel drive,Chrysler 2.4L 4 cylinder 173 hp 166 ft-lbs,6 Speed Automatic,Chrysler
2838,2011 Chrysler 200 Limited Sedan,Front-wheel drive,Chrysler 2.4L 4 cylinder 173 hp 166 ft-lbs,6 Speed Automatic,Chrysler
2839,2011 Chrysler 200 S Sedan,Front-wheel drive,Chrysler 3.6L 6 cylinder 283 hp 260 ft-lbs FFV,6 Speed Automatic,Chrysler
2840,2011 Jaguar XK Convertible,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 385 hp 380 ft-lbs,6 Speed Automatic Select Shift,Jaguar
2841,2011 Jaguar XKR Convertible,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 510 hp 461 ft-lbs S-Charged,6 Speed Automatic Select Shift,Jaguar
2842,2011 Jaguar XK Coup,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 385 hp 380 ft-lbs,6 Speed Automatic Select Shift,Jaguar
2843,2011 Jaguar XKR Coup,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 510 hp 461 ft-lbs S-Charged,6 Speed Automatic Select Shift,Jaguar
2844,2011 Jaguar XKR175 75th Anniversary Limited Ed. Coup,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 510 hp 461 ft-lbs S-Charged,6 Speed Automatic Select Shift,Jaguar
2845,2011 Chrysler 300,Rear-wheel drive,Chrysler 3.6L 6 cylinder 292 hp 260 ft-lbs FFV,5 Speed Automatic Select Shift,Chrysler
2846,2011 Chrysler 300 Limited,Rear-wheel drive,Chrysler 3.6L 6 cylinder 292 hp 260 ft-lbs FFV,5 Speed Automatic Select Shift,Chrysler
2847,2011 Chrysler 300C RWD,Rear-wheel drive,Chrysler 5.7L 8 cylinder 363 hp 394 ft-lbs,5 Speed Automatic Select Shift,Chrysler
2848,2011 Chrysler 300C AWD,All-wheel drive,Chrysler 5.7L 8 cylinder 363 hp 394 ft-lbs,5 Speed Automatic Select Shift,Chrysler
2849,2010 Jaguar XK Convertible,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 385 hp 380 ft-lbs,6 Speed Automatic Select Shift,Jaguar
2850,2010 Jaguar XKR Convertible,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 510 hp 461 ft-lbs S-Charged,6 Speed Automatic Select Shift,Jaguar
2851,2010 Subaru Impreza Sedan 2.5i Premium AT,All-wheel drive,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,4 Speed Automatic Select Shift,Subaru
2852,2010 Subaru Impreza Sedan 2.5i Premium,All-wheel drive,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,5 Speed Manual,Subaru
2853,2010 Subaru Impreza Sedan 2.5GT,All-wheel drive,Subaru 2.5L 4 cylinder 224 hp 226 ft-lbs Turbo,4 Speed Automatic Select Shift,Subaru
2854,2010 Jaguar XKR Coup,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 510 hp 461 ft-lbs S-Charged,6 Speed Automatic Select Shift,Jaguar
2855,2010 Jaguar XK Coup,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 385 hp 380 ft-lbs,6 Speed Automatic Select Shift,Jaguar
2856,2011 Jaguar XF Premium,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 385 hp 380 ft-lbs,6 Speed Automatic Select Shift,Jaguar
2857,2011 Jaguar XF,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 385 hp 380 ft-lbs,6 Speed Automatic Select Shift,Jaguar
2858,2011 Jaguar XFR,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 510 hp 461 ft-lbs S-Charged,6 Speed Automatic Select Shift,Jaguar
2859,2011 Jaguar XF Supercharged,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 470 hp 424 ft-lbs S-Charged,6 Speed Automatic Select Shift,Jaguar
2860,2011 Jeep Patriot Sport 4x2,Front-wheel drive,Jeep 2.0L 4 Cylinder 158 hp 141 ft-lbs,5 Speed Manual,Jeep
2861,2011 Jeep Patriot Sport 2.4L 4x2,Front-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,5 Speed Manual,Jeep
2862,2011 Jeep Patriot Sport 4x4,Four-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,5 Speed Manual,Jeep
2863,2011 Jeep Patriot Latitude 4x2,Front-wheel drive,Jeep 2.0L 4 Cylinder 158 hp 141 ft-lbs,5 Speed Manual,Jeep
2864,2011 Jeep Patriot Latitude 2.4L 4x2,Front-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,5 Speed Manual,Jeep
2865,2011 Jeep Patriot Latitude 4x4,Four-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,5 Speed Manual,Jeep
2866,2011 Jeep Patriot Latitude X 4x2,Front-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,5 Speed Manual,Jeep
2867,2011 Jeep Patriot Latitude X 4x4,Four-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,5 Speed Manual,Jeep
2868,2011 Jeep Patriot Latitude X 70th Anniversary 4x2,Front-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,5 Speed Manual,Jeep
2869,2011 Jeep Patriot Latitude X 70th Anniversary 4x4,Four-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,5 Speed Manual,Jeep
2870,2010 Chrysler 300 Touring,Rear-wheel drive,Chrysler 2.7L 6 cylinder 178 hp 190 ft-lbs,4 Speed Automatic,Chrysler
2871,2010 Chrysler 300 Touring AWD,All-wheel drive,Chrysler 3.5L 6 cylinder 250 hp 250 ft-lbs,5 Speed Automatic,Chrysler Group LLC
2872,2010 Chrysler 300 Touring Plus,Rear-wheel drive,Chrysler 3.5L 6 cylinder 250 hp 250 ft-lbs,4 Speed Automatic,Chrysler Group LLC
2873,2010 Chrysler 300 Limited,Rear-wheel drive,Chrysler 3.5L 6 cylinder 250 hp 250 ft-lbs,4 Speed Automatic,Chrysler Group LLC
2874,2010 Chrysler 300 Limited AWD,All-wheel drive,Chrysler 3.5L 6 cylinder 250 hp 250 ft-lbs,5 Speed Automatic,Chrysler Group LLC
2875,2010 Chrysler 300 C Hemi,Rear-wheel drive,Chrysler 5.7L 8 cylinder 360 hp 389 ft-lbs,5 Speed Automatic Select Shift,Chrysler
2876,2010 Chrysler 300 C AWD,All-wheel drive,Chrysler 5.7L 8 cylinder 360 hp 389 ft-lbs,5 Speed Automatic Select Shift,Chrysler
2877,2010 Chrysler 300 S V6,Rear-wheel drive,Chrysler 3.5L 6 cylinder 250 hp 250 ft-lbs,4 Speed Automatic,Chrysler Group LLC
2878,2010 Chrysler 300 S V8,Rear-wheel drive,Chrysler 5.7L 8 cylinder 360 hp 389 ft-lbs,5 Speed Automatic Select Shift,Chrysler
2879,2010 Chrysler 300 SRT8,Rear-wheel drive,Chrysler 6.1L 8 cylinder 425hp 420 ft-lbs,5 Speed Automatic Select Shift,Chrysler Group LLC
2880,2011 Chrysler Town and Country Touring,Front-wheel drive,Chrysler 3.6L 6 cylinder 283 hp 260 ft-lbs FFV,6 Speed Automatic Select Shift,Chrysler
2881,2011 Chrysler Town and Country Touring-L,Front-wheel drive,Chrysler 3.6L 6 cylinder 283 hp 260 ft-lbs FFV,6 Speed Automatic Select Shift,Chrysler
2882,2011 Chrysler Town and Country Limited,Front-wheel drive,Chrysler 3.6L 6 cylinder 283 hp 260 ft-lbs FFV,6 Speed Automatic Select Shift,Chrysler
2883,2010 Chrysler Town and Country LX,Front-wheel drive,Chrysler 3.8L 6 cylinder 197hp 230 ft-lbs,6 Speed Automatic Select Shift,Chrysler
2884,2010 Chrysler Town and Country Limited,Front-wheel drive,Chrysler 4.0L 6 cylinder 251hp 259 ft-lbs,6 Speed Automatic Select Shift,Chrysler
2885,2010 Chrysler Town and Country Touring,Front-wheel drive,Chrysler 3.8L 6 cylinder 197hp 230 ft-lbs,6 Speed Automatic,Chrysler
2886,2010 Chrysler Town and Country Touring Plus,Front-wheel drive,Chrysler 3.8L 6 cylinder 197hp 230 ft-lbs,6 Speed Automatic Select Shift,Chrysler
2887,2010 Jaguar XF,Rear-wheel drive,Jaguar 4.2L 8 Cylinder 300 hp 310 ft-lbs,6 Speed Automatic Select Shift,Jaguar
2888,2010 Jaguar XF Premium,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 385 hp 380 ft-lbs,6 Speed Automatic Select Shift,Jaguar
2889,2010 Jaguar XF Supercharged,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 470 hp 424 ft-lbs S-Charged,6 Speed Automatic Select Shift,Jaguar
2890,2010 Jaguar XFR,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 510 hp 461 ft-lbs S-Charged,6 Speed Automatic Select Shift,Jaguar
2891,2010 Jeep Patriot Sport,Front-wheel drive,Jeep 2.0L 4 Cylinder 158 hp 141 ft-lbs,5 Speed Manual,Jeep
2892,2010 Jeep Patriot Sport 2.4L,Front-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,5 Speed Manual,Jeep
2893,2010 Jeep Patriot Sport 4x4,Four-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,5 Speed Manual,Jeep
2894,2010 Jeep Patriot Sport Fleet,Front-wheel drive,Jeep 2.0L 4 Cylinder 158 hp 141 ft-lbs,5 Speed Manual,Jeep
2895,2010 Jeep Patriot Sport Fleet 2.4L,Front-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,5 Speed Manual,Jeep
2896,2010 Jeep Patriot Sport Fleet 4x4,Four-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,5 Speed Manual,Jeep
2897,2010 Jeep Patriot Limited,Front-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,5 Speed Manual,Jeep
2898,2010 Jeep Patriot Limited 4x4,Four-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,5 Speed Manual,Jeep
2899,2011 Lotus Elise R,Rear-wheel drive,Lotus 1.8L 4 Cylinder 189 hp 133 ft-lbs,6 Speed Manual,Lotus
2900,2011 Lotus Elise SC,Rear-wheel drive,Lotus 1.8L 4 Cylinder 217 hp 155 ft-lbs,6 Speed Manual,Lotus
2901,2010 Lotus Elise SC,Rear-wheel drive,Lotus 1.8L 4 Cylinder 218 hp 156 ft-lbs S-charged,6 Speed Manual,Lotus
2902,2009 Lotus Elise,Rear-wheel drive,Lotus 1.8L 4 Cylinder 189 hp 133 ft-lbs,6 Speed Manual,Lotus
2903,2009 Lotus Elise SC,Rear-wheel drive,Lotus 1.8L 4 Cylinder 218 hp 156 ft-lbs S-charged,6 Speed Manual,Lotus
2904,2011 Chevrolet Malibu LS,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 169 hp 160 ft-lbs,6 Speed Automatic Select Shift,Chevrolet
2905,2011 Chevrolet Malibu 1LT,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 169 hp 160 ft-lbs,6 Speed Automatic Select Shift,Chevrolet
2906,2011 Chevrolet Malibu 2LT,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 169 hp 160 ft-lbs,6 Speed Automatic Select Shift,Chevrolet
2907,2011 Chevrolet Malibu 2LT V6,Front-wheel drive,Chevrolet 3.6L 6 Cylinder 252 hp 251 ft-lbs,6 Speed Automatic Select Shift,Chevrolet
2908,2011 Chevrolet Malibu LTZ,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 169 hp 160 ft-lbs,6 Speed Automatic Select Shift,Chevrolet
2909,2011 Chevrolet Malibu LTZ V6,Front-wheel drive,Chevrolet 3.6L 6 Cylinder 252 hp 251 ft-lbs,6 Speed Automatic Select Shift,Chevrolet
2910,2011 Lotus Evora,Rear-wheel drive,Lotus 3.5L 6 Cylinder 276 hp 258 ft-lbs,6 Speed Manual,Lotus
2911,2012 MINI Cooper Countryman,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,6 Speed Manual,MINI
2912,2012 MINI Cooper Countryman AT,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,6 Speed Automatic Select Shift,MINI
2913,2012 MINI Cooper S Countryman,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,6 Speed Manual,MINI
2914,2012 MINI Cooper S Countryman AT,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,6 Speed Automatic Select Shift,MINI
2915,2012 MINI Cooper S Countryman All4,All-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,6 Speed Manual,MINI
2916,2012 MINI Cooper S Countryman All4 AT,All-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,6 Speed Automatic Select Shift,MINI
2917,2011 MINI Cooper Countryman,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,6 Speed Manual,MINI
2918,2011 MINI Cooper Countryman AT,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,6 Speed Automatic Select Shift,MINI
2919,2011 MINI Cooper S Countryman,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,6 Speed Manual,MINI
2920,2011 MINI Cooper S Countryman AT,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,6 Speed Automatic Select Shift,MINI
2921,2011 MINI Cooper S Countryman All4,All-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,6 Speed Manual,MINI
2922,2011 MINI Cooper S Countryman All4 AT,All-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,6 Speed Automatic Select Shift,MINI
2923,2010 Chevrolet Malibu LS,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 169 hp 160 ft-lbs,4 Speed Automatic,Chevrolet
2924,2010 Chevrolet Malibu Fleet,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 170 hp 158 ft-lbs FFV,4 Speed Automatic,Chevrolet
2925,2010 Chevrolet Malibu 1LT,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 169 hp 160 ft-lbs,6 Speed Automatic Select Shift,Chevrolet
2926,2010 Chevrolet Malibu 2LT,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 169 hp 160 ft-lbs,6 Speed Automatic Select Shift,Chevrolet
2927,2010 Chevrolet Malibu 2LT V6,Front-wheel drive,Chevrolet 3.6L 6 Cylinder 252 hp 251 ft-lbs,6 Speed Automatic Select Shift,Chevrolet
2928,2010 Chevrolet Malibu LTZ,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 169 hp 160 ft-lbs,6 Speed Automatic Select Shift,Chevrolet
2929,2010 Chevrolet Malibu LTZ V6,Front-wheel drive,Chevrolet 3.6L 6 Cylinder 252 hp 251 ft-lbs,6 Speed Automatic Select Shift,Chevrolet
2930,2011 Lotus Exige S240,Rear-wheel drive,Lotus 1.8L 4 Cylinder 240 hp 170 ft-lbs S-charged,6 Speed Manual,Lotus
2931,2011 Lotus Exige S260,Rear-wheel drive,Lotus 1.8L 4 Cylinder 257 hp 174 ft-lbs S-charged,6 Speed Manual,Lotus
2932,2010 Lotus Exige S240,Rear-wheel drive,Lotus 1.8L 4 Cylinder 240 hp 170 ft-lbs S-charged,6 Speed Manual,Lotus
2933,2009 Lotus Exige S240,Rear-wheel drive,Lotus 1.8L 4 Cylinder 240 hp 170 ft-lbs S-charged,6 Speed Manual,Lotus
2934,2009 Lotus Exige S260,Rear-wheel drive,Lotus 1.8L 4 Cylinder 257 hp 174 ft-lbs S-charged,6 Speed Manual,Lotus
2935,2012 Chevrolet Sonic Sedan 1LS,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 138 hp 125 ft-lbs,5 Speed Manual,Chevrolet
2936,2012 Chevrolet Sonic Sedan 2LS,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 138 hp 125 ft-lbs,6 Speed Automatic,Chevrolet
2937,2012 Chevrolet Sonic Sedan 1LT,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 138 hp 125 ft-lbs,5 Speed Manual,Chevrolet
2938,2012 Chevrolet Sonic Sedan 2LT,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 138 hp 125 ft-lbs,6 Speed Automatic,Chevrolet
2939,2012 Chevrolet Sonic Sedan 1LZ,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 138 hp 125 ft-lbs,5 Speed Manual,Chevrolet
2940,2012 Chevrolet Sonic Sedan 2LZ,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 138 hp 125 ft-lbs,6 Speed Automatic,Chevrolet
2941,2010 Chevrolet Malibu Hybrid Fleet,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 164 hp 159 ft-lbs Hybrid,4 Speed Automatic,Chevrolet
2942,2011 Maserati GranTurismo Coup,Rear-wheel drive,Maserati 4.2L 8 Cylinder 405 hp 339 ft-lbs,6 Speed Automatic,Maserati
2943,2011 Maserati GranTurismo Coup S AT,Rear-wheel drive,Maserati 4.7L 8 Cylinder 433 hp 361 ft-lbs,6 Speed Automatic,Maserati
2944,2010 Maserati GranTurismo Coup,Rear-wheel drive,Maserati 4.2L 8 Cylinder 405 hp 339 ft-lbs,6 Speed Automatic,Maserati
2945,2010 Maserati GranTurismo Coup S AT,Rear-wheel drive,Maserati 4.7L 8 Cylinder 433 hp 361 ft-lbs,6 Speed Automatic,Maserati
2946,2011 Maserati GranTurismo Convertible,Rear-wheel drive,Maserati 4.7L 8 Cylinder 433 hp 361 ft-lbs,6 Speed Automatic,Maserati
2947,2010 Maserati GranTurismo Convertible,Rear-wheel drive,Maserati 4.7L 8 Cylinder 433 hp 361 ft-lbs,6 Speed Automatic,Maserati
2948,2011 Maserati Quattroporte,Rear-wheel drive,Maserati 4.2L 8 Cylinder 400 hp 339 ft-lbs,6 Speed Automatic,Maserati
2949,2011 Maserati Quattroporte S,Rear-wheel drive,Maserati 4.7L 8 Cylinder 430 hp 361 ft-lbs,6 Speed Automatic,Maserati
2950,2011 Maserati Quattroporte Sport GT S,Rear-wheel drive,Maserati 4.7L 8 Cylinder 440 hp 361 ft-lbs,6 Speed Automatic,Maserati
2951,2011 Jeep Wrangler Sport,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,6 Speed Manual,Jeep
2952,2011 Jeep Wrangler Sport AT,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,4 Speed Automatic,Jeep
2953,2011 Jeep Wrangler Sport S,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,6 Speed Manual,Jeep
2954,2011 Jeep Wrangler Sport S AT,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,4 Speed Automatic,Jeep
2955,2011 Jeep Wrangler Sahara,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,6 Speed Manual,Jeep
2956,2011 Jeep Wrangler Sahara AT,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,4 Speed Automatic,Jeep
2957,2011 Jeep Wrangler Sahara 70th Anniversary,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,6 Speed Manual,Jeep
2958,2011 Jeep Wrangler Sahara 70th Anniversary AT,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,4 Speed Automatic,Jeep
2959,2011 Jeep Wrangler Mojave,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,6 Speed Manual,Jeep
2960,2011 Jeep Wrangler Mojave AT,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,4 Speed Automatic,Jeep
2961,2011 Jeep Wrangler Rubicon,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,6 Speed Manual,Jeep
2962,2011 Jeep Wrangler Rubicon AT,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,4 Speed Automatic,Jeep
2963,2011 Jeep Wrangler Unlimited Sport,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,6 Speed Manual,Jeep
2964,2011 Jeep Wrangler Unlimited Sport AT,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,4 Speed Automatic,Jeep
2965,2011 Jeep Wrangler Unlimited Sport S,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,6 Speed Manual,Jeep
2966,2011 Jeep Wrangler Unlimited Sport S AT,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,4 Speed Automatic,Jeep
2967,2011 Jeep Wrangler Unlimited Sport RHD,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,4 Speed Automatic,Jeep
2968,2011 Jeep Wrangler Unlimited Sahara,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,6 Speed Manual,Jeep
2969,2011 Jeep Wrangler Unlimited Sahara AT,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,4 Speed Automatic,Jeep
2970,2011 Jeep Wrangler Unlimited Sahara 70th Anniversary,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,6 Speed Manual,Jeep
2971,2011 Jeep Wrangler Unlimited Sahara 70th Anniversary AT,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,4 Speed Automatic,Jeep
2972,2011 Jeep Wrangler Unlimited Mojave,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,6 Speed Manual,Jeep
2973,2011 Jeep Wrangler Unlimited Mojave AT,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,4 Speed Automatic,Jeep
2974,2011 Jeep Wrangler Unlimited Rubicon,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,6 Speed Manual,Jeep
2975,2011 Jeep Wrangler Unlimited Rubicon AT,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,4 Speed Automatic,Jeep
2976,2010 Jeep Wrangler Sport,Four-wheel drive,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,6 Speed Manual,Jeep
2977,2010 Jeep Wrangler Sport AT,Four-wheel drive,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,4 Speed Automatic,Jeep
2978,2010 Jeep Wrangler Sahara,Four-wheel drive,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,6 Speed Manual,Jeep
2979,2010 Jeep Wrangler Sahara AT,Four-wheel drive,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,4 Speed Automatic,Jeep
2980,2010 Jeep Wrangler Rubicon,Four-wheel drive,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,6 Speed Manual,Jeep
2981,2010 Jeep Wrangler Rubicon AT,Four-wheel drive,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,4 Speed Automatic,Jeep
2982,2010 Jeep Wrangler Unlimited Sport,Rear-wheel drive,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,4 Speed Automatic,Jeep
2983,2010 Jeep Wrangler Unlimited Sport 4x4,Four-wheel drive,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,6 Speed Manual,Jeep
2984,2010 Jeep Wrangler Unlimited Sport AT 4x4,Four-wheel drive,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,4 Speed Automatic,Jeep
2985,2010 Jeep Wrangler Unlimited Sahara,Rear-wheel drive,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,4 Speed Automatic,Jeep
2986,2010 Jeep Wrangler Unlimited Sahara 4x4,Four-wheel drive,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,6 Speed Manual,Jeep
2987,2010 Jeep Wrangler Unlimited Sahara AT 4x4,Four-wheel drive,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,4 Speed Automatic,Jeep
2988,2010 Jeep Wrangler Unlimited Rubicon,Four-wheel drive,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,6 Speed Manual,Jeep
2989,2010 Jeep Wrangler Unlimited Rubicon AT,Four-wheel drive,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,4 Speed Automatic,Jeep
